Date,Start hour,24 hour members using a key
01/01/2012,0,7
01/01/2012,1,6
01/01/2012,2,7
01/01/2012,3,6
01/01/2012,4,2
01/01/2012,5,2
01/01/2012,6,4
01/01/2012,8,1
01/01/2012,9,2
01/01/2012,10,4
01/01/2012,11,4
01/01/2012,12,11
01/01/2012,13,13
01/01/2012,14,1
01/01/2012,15,3
01/01/2012,16,1
01/01/2012,17,3
01/01/2012,18,4
01/01/2012,19,6
01/01/2012,20,6
01/01/2012,21,3
01/01/2012,22,6
01/01/2012,23,5
02/01/2012,0,3
02/01/2012,2,1
02/01/2012,6,2
02/01/2012,7,1
02/01/2012,8,1
02/01/2012,9,7
02/01/2012,10,12
02/01/2012,11,24
02/01/2012,12,19
02/01/2012,13,19
02/01/2012,14,17
02/01/2012,15,28
02/01/2012,16,21
02/01/2012,17,12
02/01/2012,18,9
02/01/2012,19,5
02/01/2012,20,13
02/01/2012,21,2
02/01/2012,22,10
02/01/2012,23,6
03/01/2012,0,2
03/01/2012,1,1
03/01/2012,5,1
03/01/2012,6,10
03/01/2012,7,30
03/01/2012,8,58
03/01/2012,9,22
03/01/2012,10,6
03/01/2012,11,3
03/01/2012,12,4
03/01/2012,13,14
03/01/2012,14,11
03/01/2012,15,17
03/01/2012,16,35
03/01/2012,17,77
03/01/2012,18,51
03/01/2012,19,23
03/01/2012,20,9
03/01/2012,21,6
03/01/2012,22,7
03/01/2012,23,3
04/01/2012,0,4
04/01/2012,2,1
04/01/2012,5,3
04/01/2012,6,10
04/01/2012,7,43
04/01/2012,8,104
04/01/2012,9,52
04/01/2012,10,17
04/01/2012,11,24
04/01/2012,12,29
04/01/2012,13,35
04/01/2012,14,18
04/01/2012,15,22
04/01/2012,16,32
04/01/2012,17,70
04/01/2012,18,60
04/01/2012,19,13
04/01/2012,20,14
04/01/2012,21,1
04/01/2012,22,7
04/01/2012,23,12
05/01/2012,0,3
05/01/2012,1,3
05/01/2012,2,1
05/01/2012,5,1
05/01/2012,6,5
05/01/2012,7,41
05/01/2012,8,64
05/01/2012,9,47
05/01/2012,10,18
05/01/2012,11,32
05/01/2012,12,21
05/01/2012,13,35
05/01/2012,14,22
05/01/2012,15,22
05/01/2012,16,35
05/01/2012,17,82
05/01/2012,18,69
05/01/2012,19,47
05/01/2012,20,19
05/01/2012,21,8
05/01/2012,22,5
05/01/2012,23,8
06/01/2012,0,3
06/01/2012,1,3
06/01/2012,2,2
06/01/2012,5,1
06/01/2012,6,8
06/01/2012,7,54
06/01/2012,8,113
06/01/2012,9,58
06/01/2012,10,28
06/01/2012,11,24
06/01/2012,12,28
06/01/2012,13,38
06/01/2012,14,33
06/01/2012,15,30
06/01/2012,16,41
06/01/2012,17,105
06/01/2012,18,76
06/01/2012,19,40
06/01/2012,20,18
06/01/2012,21,18
06/01/2012,22,9
06/01/2012,23,9
07/01/2012,0,9
07/01/2012,1,5
07/01/2012,3,1
07/01/2012,5,1
07/01/2012,6,1
07/01/2012,7,2
07/01/2012,8,9
07/01/2012,9,21
07/01/2012,10,17
07/01/2012,11,26
07/01/2012,12,25
07/01/2012,13,43
07/01/2012,14,34
07/01/2012,15,34
07/01/2012,16,29
07/01/2012,17,25
07/01/2012,18,19
07/01/2012,19,19
07/01/2012,20,11
07/01/2012,21,5
07/01/2012,22,16
07/01/2012,23,11
08/01/2012,0,5
08/01/2012,1,8
08/01/2012,2,3
08/01/2012,3,6
08/01/2012,4,2
08/01/2012,7,1
08/01/2012,8,6
08/01/2012,9,15
08/01/2012,10,15
08/01/2012,11,29
08/01/2012,12,29
08/01/2012,13,30
08/01/2012,14,37
08/01/2012,15,36
08/01/2012,16,32
08/01/2012,17,23
08/01/2012,18,10
08/01/2012,19,11
08/01/2012,20,9
08/01/2012,21,6
08/01/2012,22,2
08/01/2012,23,3
09/01/2012,0,3
09/01/2012,1,1
09/01/2012,3,1
09/01/2012,6,20
09/01/2012,7,59
09/01/2012,8,116
09/01/2012,9,65
09/01/2012,10,27
09/01/2012,11,22
09/01/2012,12,28
09/01/2012,13,51
09/01/2012,14,27
09/01/2012,15,39
09/01/2012,16,47
09/01/2012,17,93
09/01/2012,18,94
09/01/2012,19,55
09/01/2012,20,32
09/01/2012,21,25
09/01/2012,22,14
09/01/2012,23,10
10/01/2012,0,6
10/01/2012,1,1
10/01/2012,3,1
10/01/2012,5,5
10/01/2012,6,19
10/01/2012,7,77
10/01/2012,8,130
10/01/2012,9,63
10/01/2012,10,26
10/01/2012,11,30
10/01/2012,12,31
10/01/2012,13,40
10/01/2012,14,33
10/01/2012,15,36
10/01/2012,16,56
10/01/2012,17,100
10/01/2012,18,104
10/01/2012,19,51
10/01/2012,20,32
10/01/2012,21,16
10/01/2012,22,15
10/01/2012,23,10
11/01/2012,0,6
11/01/2012,1,1
11/01/2012,2,1
11/01/2012,3,1
11/01/2012,5,2
11/01/2012,6,16
11/01/2012,7,68
11/01/2012,8,142
11/01/2012,9,85
11/01/2012,10,30
11/01/2012,11,33
11/01/2012,12,29
11/01/2012,13,42
11/01/2012,14,26
11/01/2012,15,34
11/01/2012,16,59
11/01/2012,17,115
11/01/2012,18,101
11/01/2012,19,72
11/01/2012,20,30
11/01/2012,21,24
11/01/2012,22,5
11/01/2012,23,7
12/01/2012,0,6
12/01/2012,1,4
12/01/2012,2,1
12/01/2012,3,1
12/01/2012,4,1
12/01/2012,5,1
12/01/2012,6,21
12/01/2012,7,63
12/01/2012,8,142
12/01/2012,9,80
12/01/2012,10,37
12/01/2012,11,39
12/01/2012,12,40
12/01/2012,13,44
12/01/2012,14,49
12/01/2012,15,41
12/01/2012,16,52
12/01/2012,17,94
12/01/2012,18,92
12/01/2012,19,59
12/01/2012,20,34
12/01/2012,21,16
12/01/2012,22,14
12/01/2012,23,9
13/01/2012,0,3
13/01/2012,1,2
13/01/2012,2,2
13/01/2012,3,1
13/01/2012,5,1
13/01/2012,6,18
13/01/2012,7,56
13/01/2012,8,151
13/01/2012,9,68
13/01/2012,10,32
13/01/2012,11,20
13/01/2012,12,53
13/01/2012,13,49
13/01/2012,14,42
13/01/2012,15,29
13/01/2012,16,51
13/01/2012,17,108
13/01/2012,18,88
13/01/2012,19,39
13/01/2012,20,23
13/01/2012,21,12
13/01/2012,22,14
13/01/2012,23,12
14/01/2012,0,7
14/01/2012,1,6
14/01/2012,2,6
14/01/2012,3,3
14/01/2012,4,1
14/01/2012,5,2
14/01/2012,6,2
14/01/2012,7,4
14/01/2012,8,14
14/01/2012,9,17
14/01/2012,10,30
14/01/2012,11,38
14/01/2012,12,33
14/01/2012,13,48
14/01/2012,14,44
14/01/2012,15,45
14/01/2012,16,38
14/01/2012,17,28
14/01/2012,18,30
14/01/2012,19,29
14/01/2012,20,5
14/01/2012,21,11
14/01/2012,22,10
14/01/2012,23,12
15/01/2012,0,7
15/01/2012,1,3
15/01/2012,2,11
15/01/2012,3,5
15/01/2012,4,1
15/01/2012,5,1
15/01/2012,6,1
15/01/2012,7,2
15/01/2012,8,7
15/01/2012,9,13
15/01/2012,10,25
15/01/2012,11,31
15/01/2012,12,36
15/01/2012,13,51
15/01/2012,14,46
15/01/2012,15,36
15/01/2012,16,36
15/01/2012,17,30
15/01/2012,18,15
15/01/2012,19,9
15/01/2012,20,18
15/01/2012,21,9
15/01/2012,22,9
15/01/2012,23,4
16/01/2012,0,3
16/01/2012,1,1
16/01/2012,5,1
16/01/2012,6,19
16/01/2012,7,62
16/01/2012,8,127
16/01/2012,9,76
16/01/2012,10,34
16/01/2012,11,38
16/01/2012,12,46
16/01/2012,13,40
16/01/2012,14,29
16/01/2012,15,24
16/01/2012,16,48
16/01/2012,17,120
16/01/2012,18,97
16/01/2012,19,54
16/01/2012,20,33
16/01/2012,21,19
16/01/2012,22,10
16/01/2012,23,5
17/01/2012,0,1
17/01/2012,1,3
17/01/2012,5,2
17/01/2012,6,26
17/01/2012,7,69
17/01/2012,8,142
17/01/2012,9,70
17/01/2012,10,43
17/01/2012,11,34
17/01/2012,12,36
17/01/2012,13,49
17/01/2012,14,35
17/01/2012,15,39
17/01/2012,16,63
17/01/2012,17,95
17/01/2012,18,110
17/01/2012,19,50
17/01/2012,20,46
17/01/2012,21,18
17/01/2012,22,13
17/01/2012,23,10
18/01/2012,0,6
18/01/2012,1,2
18/01/2012,4,1
18/01/2012,5,1
18/01/2012,6,18
18/01/2012,7,69
18/01/2012,8,129
18/01/2012,9,61
18/01/2012,10,27
18/01/2012,11,31
18/01/2012,12,38
18/01/2012,13,37
18/01/2012,14,36
18/01/2012,15,37
18/01/2012,16,48
18/01/2012,17,110
18/01/2012,18,111
18/01/2012,19,69
18/01/2012,20,41
18/01/2012,21,17
18/01/2012,22,14
18/01/2012,23,13
19/01/2012,0,7
19/01/2012,1,2
19/01/2012,2,2
19/01/2012,3,1
19/01/2012,5,1
19/01/2012,6,13
19/01/2012,7,27
19/01/2012,8,52
19/01/2012,9,49
19/01/2012,10,29
19/01/2012,11,20
19/01/2012,12,50
19/01/2012,13,30
19/01/2012,14,39
19/01/2012,15,33
19/01/2012,16,52
19/01/2012,17,100
19/01/2012,18,86
19/01/2012,19,51
19/01/2012,20,29
19/01/2012,21,17
19/01/2012,22,12
19/01/2012,23,9
20/01/2012,0,5
20/01/2012,3,1
20/01/2012,5,3
20/01/2012,6,17
20/01/2012,7,66
20/01/2012,8,133
20/01/2012,9,88
20/01/2012,10,27
20/01/2012,11,21
20/01/2012,12,40
20/01/2012,13,35
20/01/2012,14,40
20/01/2012,15,26
20/01/2012,16,67
20/01/2012,17,119
20/01/2012,18,91
20/01/2012,19,51
20/01/2012,20,25
20/01/2012,21,11
20/01/2012,22,11
20/01/2012,23,12
21/01/2012,0,10
21/01/2012,1,11
21/01/2012,2,4
21/01/2012,3,3
21/01/2012,4,3
21/01/2012,5,2
21/01/2012,6,2
21/01/2012,7,2
21/01/2012,8,16
21/01/2012,9,18
21/01/2012,10,20
21/01/2012,11,35
21/01/2012,12,37
21/01/2012,13,23
21/01/2012,14,29
21/01/2012,15,38
21/01/2012,16,40
21/01/2012,17,32
21/01/2012,18,24
21/01/2012,19,18
21/01/2012,20,11
21/01/2012,21,16
21/01/2012,22,12
21/01/2012,23,11
22/01/2012,0,7
22/01/2012,1,3
22/01/2012,2,7
22/01/2012,3,5
22/01/2012,4,4
22/01/2012,5,1
22/01/2012,6,1
22/01/2012,7,1
22/01/2012,8,9
22/01/2012,9,10
22/01/2012,10,19
22/01/2012,11,24
22/01/2012,12,33
22/01/2012,13,40
22/01/2012,14,42
22/01/2012,15,40
22/01/2012,16,26
22/01/2012,17,30
22/01/2012,18,27
22/01/2012,19,17
22/01/2012,20,10
22/01/2012,21,11
22/01/2012,22,8
22/01/2012,23,8
23/01/2012,0,4
23/01/2012,1,2
23/01/2012,2,1
23/01/2012,3,1
23/01/2012,5,3
23/01/2012,6,23
23/01/2012,7,80
23/01/2012,8,126
23/01/2012,9,69
23/01/2012,10,25
23/01/2012,11,25
23/01/2012,12,42
23/01/2012,13,35
23/01/2012,14,31
23/01/2012,15,26
23/01/2012,16,42
23/01/2012,17,120
23/01/2012,18,114
23/01/2012,19,51
23/01/2012,20,29
23/01/2012,21,25
23/01/2012,22,14
23/01/2012,23,4
24/01/2012,0,1
24/01/2012,2,1
24/01/2012,3,2
24/01/2012,4,1
24/01/2012,5,3
24/01/2012,6,26
24/01/2012,7,51
24/01/2012,8,78
24/01/2012,9,37
24/01/2012,10,9
24/01/2012,11,13
24/01/2012,12,14
24/01/2012,13,20
24/01/2012,14,28
24/01/2012,15,32
24/01/2012,16,46
24/01/2012,17,80
24/01/2012,18,98
24/01/2012,19,72
24/01/2012,20,37
24/01/2012,21,19
24/01/2012,22,12
24/01/2012,23,14
25/01/2012,0,5
25/01/2012,1,2
25/01/2012,5,5
25/01/2012,6,26
25/01/2012,7,64
25/01/2012,8,149
25/01/2012,9,88
25/01/2012,10,32
25/01/2012,11,32
25/01/2012,12,48
25/01/2012,13,46
25/01/2012,14,38
25/01/2012,15,35
25/01/2012,16,57
25/01/2012,17,101
25/01/2012,18,118
25/01/2012,19,55
25/01/2012,20,31
25/01/2012,21,22
25/01/2012,22,12
25/01/2012,23,13
26/01/2012,0,8
26/01/2012,1,2
26/01/2012,2,4
26/01/2012,5,1
26/01/2012,6,13
26/01/2012,7,65
26/01/2012,8,124
26/01/2012,9,83
26/01/2012,10,25
26/01/2012,11,30
26/01/2012,12,56
26/01/2012,13,49
26/01/2012,14,29
26/01/2012,15,40
26/01/2012,16,60
26/01/2012,17,110
26/01/2012,18,116
26/01/2012,19,58
26/01/2012,20,27
26/01/2012,21,23
26/01/2012,22,27
26/01/2012,23,14
27/01/2012,0,5
27/01/2012,1,3
27/01/2012,2,2
27/01/2012,3,1
27/01/2012,5,2
27/01/2012,6,29
27/01/2012,7,72
27/01/2012,8,128
27/01/2012,9,82
27/01/2012,10,41
27/01/2012,11,35
27/01/2012,12,49
27/01/2012,13,35
27/01/2012,14,43
27/01/2012,15,49
27/01/2012,16,55
27/01/2012,17,113
27/01/2012,18,109
27/01/2012,19,45
27/01/2012,20,21
27/01/2012,21,21
27/01/2012,22,12
27/01/2012,23,13
28/01/2012,0,10
28/01/2012,1,10
28/01/2012,2,7
28/01/2012,3,2
28/01/2012,4,3
28/01/2012,5,1
28/01/2012,6,2
28/01/2012,7,5
28/01/2012,8,8
28/01/2012,9,26
28/01/2012,10,28
28/01/2012,11,29
28/01/2012,12,48
28/01/2012,13,45
28/01/2012,14,42
28/01/2012,15,47
28/01/2012,16,41
28/01/2012,17,30
28/01/2012,18,34
28/01/2012,19,22
28/01/2012,20,12
28/01/2012,21,11
28/01/2012,22,7
28/01/2012,23,6
29/01/2012,0,5
29/01/2012,1,1
29/01/2012,2,4
29/01/2012,3,1
29/01/2012,4,3
29/01/2012,5,2
29/01/2012,6,3
29/01/2012,7,1
29/01/2012,8,9
29/01/2012,9,12
29/01/2012,10,17
29/01/2012,11,35
29/01/2012,12,35
29/01/2012,13,48
29/01/2012,14,36
29/01/2012,15,45
29/01/2012,16,28
29/01/2012,17,25
29/01/2012,18,20
29/01/2012,19,18
29/01/2012,20,10
29/01/2012,21,9
29/01/2012,22,9
29/01/2012,23,3
30/01/2012,0,3
30/01/2012,1,1
30/01/2012,5,3
30/01/2012,6,18
30/01/2012,7,63
30/01/2012,8,138
30/01/2012,9,76
30/01/2012,10,43
30/01/2012,11,29
30/01/2012,12,52
30/01/2012,13,37
30/01/2012,14,33
30/01/2012,15,33
30/01/2012,16,60
30/01/2012,17,121
30/01/2012,18,106
30/01/2012,19,58
30/01/2012,20,38
30/01/2012,21,20
30/01/2012,22,11
30/01/2012,23,9
31/01/2012,0,7
31/01/2012,1,2
31/01/2012,2,3
31/01/2012,4,1
31/01/2012,5,4
31/01/2012,6,28
31/01/2012,7,67
31/01/2012,8,153
31/01/2012,9,74
31/01/2012,10,38
31/01/2012,11,16
31/01/2012,12,38
31/01/2012,13,29
31/01/2012,14,35
31/01/2012,15,44
31/01/2012,16,59
31/01/2012,17,103
31/01/2012,18,115
31/01/2012,19,51
31/01/2012,20,31
31/01/2012,21,20
31/01/2012,22,11
31/01/2012,23,14
01/02/2012,0,2
01/02/2012,5,4
01/02/2012,6,24
01/02/2012,7,60
01/02/2012,8,158
01/02/2012,9,92
01/02/2012,10,30
01/02/2012,11,34
01/02/2012,12,42
01/02/2012,13,32
01/02/2012,14,41
01/02/2012,15,47
01/02/2012,16,55
01/02/2012,17,111
01/02/2012,18,97
01/02/2012,19,55
01/02/2012,20,31
01/02/2012,21,24
01/02/2012,22,9
01/02/2012,23,8
02/02/2012,0,3
02/02/2012,2,4
02/02/2012,3,2
02/02/2012,5,3
02/02/2012,6,18
02/02/2012,7,62
02/02/2012,8,129
02/02/2012,9,86
02/02/2012,10,32
02/02/2012,11,20
02/02/2012,12,40
02/02/2012,13,37
02/02/2012,14,31
02/02/2012,15,34
02/02/2012,16,53
02/02/2012,17,101
02/02/2012,18,70
02/02/2012,19,44
02/02/2012,20,21
02/02/2012,21,21
02/02/2012,22,14
02/02/2012,23,13
03/02/2012,0,5
03/02/2012,1,2
03/02/2012,2,2
03/02/2012,5,3
03/02/2012,6,20
03/02/2012,7,47
03/02/2012,8,114
03/02/2012,9,78
03/02/2012,10,38
03/02/2012,11,26
03/02/2012,12,46
03/02/2012,13,37
03/02/2012,14,26
03/02/2012,15,28
03/02/2012,16,52
03/02/2012,17,94
03/02/2012,18,55
03/02/2012,19,43
03/02/2012,20,21
03/02/2012,21,7
03/02/2012,22,12
03/02/2012,23,11
04/02/2012,0,7
04/02/2012,1,3
04/02/2012,2,1
04/02/2012,3,2
04/02/2012,4,1
04/02/2012,5,1
04/02/2012,6,2
04/02/2012,7,1
04/02/2012,8,11
04/02/2012,9,15
04/02/2012,10,28
04/02/2012,11,28
04/02/2012,12,34
04/02/2012,13,37
04/02/2012,14,29
04/02/2012,15,39
04/02/2012,16,24
04/02/2012,17,22
04/02/2012,18,17
04/02/2012,19,5
04/02/2012,20,3
04/02/2012,21,5
04/02/2012,22,2
04/02/2012,23,6
05/02/2012,0,3
05/02/2012,1,3
05/02/2012,2,2
05/02/2012,3,3
05/02/2012,4,1
05/02/2012,5,1
05/02/2012,8,3
05/02/2012,9,2
05/02/2012,10,6
05/02/2012,11,7
05/02/2012,12,9
05/02/2012,13,18
05/02/2012,14,16
05/02/2012,15,12
05/02/2012,16,10
05/02/2012,17,10
05/02/2012,18,8
05/02/2012,19,12
05/02/2012,20,8
05/02/2012,21,6
05/02/2012,22,3
05/02/2012,23,4
06/02/2012,0,2
06/02/2012,2,1
06/02/2012,5,4
06/02/2012,6,13
06/02/2012,7,37
06/02/2012,8,112
06/02/2012,9,53
06/02/2012,10,22
06/02/2012,11,26
06/02/2012,12,39
06/02/2012,13,22
06/02/2012,14,23
06/02/2012,15,31
06/02/2012,16,44
06/02/2012,17,113
06/02/2012,18,97
06/02/2012,19,53
06/02/2012,20,26
06/02/2012,21,18
06/02/2012,22,10
06/02/2012,23,5
07/02/2012,0,2
07/02/2012,2,1
07/02/2012,5,4
07/02/2012,6,22
07/02/2012,7,73
07/02/2012,8,160
07/02/2012,9,66
07/02/2012,10,24
07/02/2012,11,23
07/02/2012,12,36
07/02/2012,13,50
07/02/2012,14,42
07/02/2012,15,39
07/02/2012,16,55
07/02/2012,17,112
07/02/2012,18,106
07/02/2012,19,55
07/02/2012,20,22
07/02/2012,21,10
07/02/2012,22,8
07/02/2012,23,11
08/02/2012,0,4
08/02/2012,1,2
08/02/2012,4,1
08/02/2012,5,1
08/02/2012,6,25
08/02/2012,7,66
08/02/2012,8,145
08/02/2012,9,76
08/02/2012,10,22
08/02/2012,11,22
08/02/2012,12,30
08/02/2012,13,32
08/02/2012,14,29
08/02/2012,15,30
08/02/2012,16,48
08/02/2012,17,100
08/02/2012,18,83
08/02/2012,19,37
08/02/2012,20,28
08/02/2012,21,23
08/02/2012,22,8
08/02/2012,23,12
09/02/2012,0,6
09/02/2012,1,3
09/02/2012,2,1
09/02/2012,3,1
09/02/2012,5,3
09/02/2012,6,16
09/02/2012,7,55
09/02/2012,8,128
09/02/2012,9,81
09/02/2012,10,36
09/02/2012,11,26
09/02/2012,12,34
09/02/2012,13,47
09/02/2012,14,30
09/02/2012,15,24
09/02/2012,16,47
09/02/2012,17,80
09/02/2012,18,89
09/02/2012,19,41
09/02/2012,20,14
09/02/2012,21,8
09/02/2012,22,3
09/02/2012,23,6
10/02/2012,0,2
10/02/2012,1,5
10/02/2012,3,1
10/02/2012,5,2
10/02/2012,6,15
10/02/2012,7,34
10/02/2012,8,121
10/02/2012,9,65
10/02/2012,10,35
10/02/2012,11,30
10/02/2012,12,33
10/02/2012,13,46
10/02/2012,14,27
10/02/2012,15,40
10/02/2012,16,58
10/02/2012,17,93
10/02/2012,18,75
10/02/2012,19,44
10/02/2012,20,21
10/02/2012,21,16
10/02/2012,22,7
10/02/2012,23,10
11/02/2012,0,12
11/02/2012,1,3
11/02/2012,2,4
11/02/2012,3,2
11/02/2012,4,4
11/02/2012,6,1
11/02/2012,7,5
11/02/2012,8,7
11/02/2012,9,16
11/02/2012,10,20
11/02/2012,11,28
11/02/2012,12,33
11/02/2012,13,37
11/02/2012,14,36
11/02/2012,15,43
11/02/2012,16,36
11/02/2012,17,23
11/02/2012,18,33
11/02/2012,19,15
11/02/2012,20,13
11/02/2012,21,11
11/02/2012,22,7
11/02/2012,23,4
12/02/2012,0,3
12/02/2012,1,7
12/02/2012,2,6
12/02/2012,3,4
12/02/2012,4,1
12/02/2012,5,2
12/02/2012,6,2
12/02/2012,8,6
12/02/2012,9,7
12/02/2012,10,12
12/02/2012,11,16
12/02/2012,12,23
12/02/2012,13,21
12/02/2012,14,26
12/02/2012,15,23
12/02/2012,16,35
12/02/2012,17,25
12/02/2012,18,19
12/02/2012,19,13
12/02/2012,20,12
12/02/2012,21,7
12/02/2012,22,6
12/02/2012,23,2
13/02/2012,0,4
13/02/2012,1,2
13/02/2012,2,1
13/02/2012,5,3
13/02/2012,6,16
13/02/2012,7,66
13/02/2012,8,132
13/02/2012,9,62
13/02/2012,10,29
13/02/2012,11,21
13/02/2012,12,31
13/02/2012,13,32
13/02/2012,14,32
13/02/2012,15,23
13/02/2012,16,40
13/02/2012,17,107
13/02/2012,18,13
13/02/2012,19,14
13/02/2012,20,33
13/02/2012,21,19
13/02/2012,22,11
13/02/2012,23,6
14/02/2012,0,4
14/02/2012,2,1
14/02/2012,3,2
14/02/2012,5,5
14/02/2012,6,27
14/02/2012,7,67
14/02/2012,8,145
14/02/2012,9,65
14/02/2012,10,37
14/02/2012,11,34
14/02/2012,12,47
14/02/2012,13,44
14/02/2012,14,27
14/02/2012,15,27
14/02/2012,16,60
14/02/2012,17,138
14/02/2012,18,94
14/02/2012,19,49
14/02/2012,20,20
14/02/2012,21,19
14/02/2012,22,15
14/02/2012,23,4
15/02/2012,0,6
15/02/2012,2,1
15/02/2012,4,1
15/02/2012,5,2
15/02/2012,6,24
15/02/2012,7,70
15/02/2012,8,144
15/02/2012,9,68
15/02/2012,10,41
15/02/2012,11,32
15/02/2012,12,40
15/02/2012,13,28
15/02/2012,14,40
15/02/2012,15,29
15/02/2012,16,68
15/02/2012,17,98
15/02/2012,18,107
15/02/2012,19,75
15/02/2012,20,26
15/02/2012,21,22
15/02/2012,22,24
15/02/2012,23,11
16/02/2012,0,10
16/02/2012,1,3
16/02/2012,2,2
16/02/2012,3,1
16/02/2012,5,3
16/02/2012,6,24
16/02/2012,7,63
16/02/2012,8,162
16/02/2012,9,74
16/02/2012,10,35
16/02/2012,11,28
16/02/2012,12,50
16/02/2012,13,52
16/02/2012,14,33
16/02/2012,15,40
16/02/2012,16,59
16/02/2012,17,111
16/02/2012,18,90
16/02/2012,19,50
16/02/2012,20,27
16/02/2012,21,16
16/02/2012,22,20
16/02/2012,23,15
17/02/2012,0,10
17/02/2012,1,2
17/02/2012,3,2
17/02/2012,4,3
17/02/2012,5,2
17/02/2012,6,21
17/02/2012,7,54
17/02/2012,8,135
17/02/2012,9,68
17/02/2012,10,34
17/02/2012,11,42
17/02/2012,12,48
17/02/2012,13,29
17/02/2012,14,38
17/02/2012,15,35
17/02/2012,16,59
17/02/2012,17,103
17/02/2012,18,90
17/02/2012,19,53
17/02/2012,20,25
17/02/2012,21,16
17/02/2012,22,12
17/02/2012,23,21
18/02/2012,0,6
18/02/2012,1,5
18/02/2012,2,3
18/02/2012,4,2
18/02/2012,6,3
18/02/2012,7,7
18/02/2012,8,11
18/02/2012,9,22
18/02/2012,10,22
18/02/2012,11,38
18/02/2012,12,33
18/02/2012,13,42
18/02/2012,14,18
18/02/2012,15,13
18/02/2012,16,15
18/02/2012,17,17
18/02/2012,18,30
18/02/2012,19,15
18/02/2012,20,16
18/02/2012,21,10
18/02/2012,22,9
18/02/2012,23,6
19/02/2012,0,10
19/02/2012,1,6
19/02/2012,2,3
19/02/2012,3,4
19/02/2012,4,1
19/02/2012,5,1
19/02/2012,6,1
19/02/2012,7,3
19/02/2012,8,8
19/02/2012,9,18
19/02/2012,10,29
19/02/2012,11,31
19/02/2012,12,41
19/02/2012,13,39
19/02/2012,14,45
19/02/2012,15,34
19/02/2012,16,38
19/02/2012,17,30
19/02/2012,18,27
19/02/2012,19,19
19/02/2012,20,10
19/02/2012,21,6
19/02/2012,22,8
19/02/2012,23,4
20/02/2012,0,3
20/02/2012,3,1
20/02/2012,4,1
20/02/2012,5,2
20/02/2012,6,15
20/02/2012,7,62
20/02/2012,8,145
20/02/2012,9,72
20/02/2012,10,39
20/02/2012,11,25
20/02/2012,12,35
20/02/2012,13,47
20/02/2012,14,43
20/02/2012,15,29
20/02/2012,16,58
20/02/2012,17,120
20/02/2012,18,98
20/02/2012,19,60
20/02/2012,20,43
20/02/2012,21,14
20/02/2012,22,13
20/02/2012,23,11
21/02/2012,0,5
21/02/2012,1,2
21/02/2012,4,1
21/02/2012,5,2
21/02/2012,6,23
21/02/2012,7,80
21/02/2012,8,172
21/02/2012,9,81
21/02/2012,10,38
21/02/2012,11,33
21/02/2012,12,50
21/02/2012,13,53
21/02/2012,14,29
21/02/2012,15,36
21/02/2012,16,61
21/02/2012,17,126
21/02/2012,18,102
21/02/2012,19,60
21/02/2012,20,39
21/02/2012,21,25
21/02/2012,22,15
21/02/2012,23,8
22/02/2012,0,4
22/02/2012,1,1
22/02/2012,2,1
22/02/2012,3,1
22/02/2012,5,2
22/02/2012,6,29
22/02/2012,7,82
22/02/2012,8,165
22/02/2012,9,78
22/02/2012,10,28
22/02/2012,11,31
22/02/2012,12,36
22/02/2012,13,14
22/02/2012,14,22
22/02/2012,15,35
22/02/2012,16,44
22/02/2012,17,99
22/02/2012,18,110
22/02/2012,19,62
22/02/2012,20,29
22/02/2012,21,22
22/02/2012,22,14
22/02/2012,23,11
23/02/2012,0,5
23/02/2012,1,5
23/02/2012,2,2
23/02/2012,3,1
23/02/2012,4,1
23/02/2012,5,2
23/02/2012,6,19
23/02/2012,7,72
23/02/2012,8,158
23/02/2012,9,78
23/02/2012,10,39
23/02/2012,11,41
23/02/2012,12,42
23/02/2012,13,44
23/02/2012,14,48
23/02/2012,15,45
23/02/2012,16,69
23/02/2012,17,121
23/02/2012,18,110
23/02/2012,19,59
23/02/2012,20,34
23/02/2012,21,34
23/02/2012,22,22
23/02/2012,23,17
24/02/2012,0,4
24/02/2012,1,5
24/02/2012,2,3
24/02/2012,5,5
24/02/2012,6,20
24/02/2012,7,63
24/02/2012,8,150
24/02/2012,9,93
24/02/2012,10,33
24/02/2012,11,24
24/02/2012,12,53
24/02/2012,13,55
24/02/2012,14,40
24/02/2012,15,48
24/02/2012,16,74
24/02/2012,17,117
24/02/2012,18,84
24/02/2012,19,44
24/02/2012,20,34
24/02/2012,21,16
24/02/2012,22,13
24/02/2012,23,12
25/02/2012,0,11
25/02/2012,1,7
25/02/2012,2,5
25/02/2012,4,1
25/02/2012,6,4
25/02/2012,7,5
25/02/2012,8,13
25/02/2012,9,35
25/02/2012,10,45
25/02/2012,11,60
25/02/2012,12,43
25/02/2012,13,70
25/02/2012,14,59
25/02/2012,15,46
25/02/2012,16,48
25/02/2012,17,43
25/02/2012,18,41
25/02/2012,19,33
25/02/2012,20,17
25/02/2012,21,15
25/02/2012,22,16
25/02/2012,23,13
26/02/2012,0,8
26/02/2012,1,10
26/02/2012,2,7
26/02/2012,3,3
26/02/2012,4,1
26/02/2012,5,1
26/02/2012,6,3
26/02/2012,7,3
26/02/2012,8,9
26/02/2012,9,18
26/02/2012,10,24
26/02/2012,11,40
26/02/2012,12,38
26/02/2012,13,52
26/02/2012,14,56
26/02/2012,15,48
26/02/2012,16,51
26/02/2012,17,28
26/02/2012,18,30
