Date,Start hour,Annual member hires using a key
14/06/2013,23,182
15/06/2013,0,84
15/06/2013,1,75
15/06/2013,2,29
15/06/2013,3,24
15/06/2013,4,24
15/06/2013,5,51
15/06/2013,6,100
15/06/2013,7,241
15/06/2013,8,385
15/06/2013,9,453
15/06/2013,10,565
15/06/2013,11,516
15/06/2013,12,435
15/06/2013,13,262
15/06/2013,14,342
15/06/2013,15,224
15/06/2013,16,365
15/06/2013,17,389
15/06/2013,18,329
15/06/2013,19,259
15/06/2013,20,183
15/06/2013,21,158
15/06/2013,22,157
15/06/2013,23,136
16/06/2013,0,100
16/06/2013,1,74
16/06/2013,2,51
16/06/2013,3,36
16/06/2013,4,25
16/06/2013,5,32
16/06/2013,6,56
16/06/2013,7,117
16/06/2013,8,236
16/06/2013,9,349
16/06/2013,10,462
16/06/2013,11,434
16/06/2013,12,429
16/06/2013,13,441
16/06/2013,14,499
16/06/2013,15,522
16/06/2013,16,531
16/06/2013,17,514
16/06/2013,18,412
16/06/2013,19,324
16/06/2013,20,198
16/06/2013,21,160
16/06/2013,22,147
16/06/2013,23,64
17/06/2013,0,29
17/06/2013,1,15
17/06/2013,2,7
17/06/2013,3,9
17/06/2013,4,49
17/06/2013,5,425
17/06/2013,6,1363
17/06/2013,7,2534
17/06/2013,8,1121
17/06/2013,9,424
17/06/2013,10,374
17/06/2013,11,522
17/06/2013,12,571
17/06/2013,13,474
17/06/2013,14,565
17/06/2013,15,891
17/06/2013,16,2183
17/06/2013,17,2012
17/06/2013,18,1077
17/06/2013,19,631
17/06/2013,20,358
17/06/2013,21,222
17/06/2013,22,164
17/06/2013,23,63
18/06/2013,0,29
18/06/2013,1,18
18/06/2013,2,14
18/06/2013,3,14
18/06/2013,4,61
18/06/2013,5,496
18/06/2013,6,1585
18/06/2013,7,2729
18/06/2013,8,1240
18/06/2013,9,537
18/06/2013,10,404
18/06/2013,11,530
18/06/2013,12,549
18/06/2013,13,463
18/06/2013,14,510
18/06/2013,15,967
18/06/2013,16,2123
18/06/2013,17,1957
18/06/2013,18,1121
18/06/2013,19,686
18/06/2013,20,440
18/06/2013,21,334
18/06/2013,22,192
18/06/2013,23,91
19/06/2013,0,36
19/06/2013,1,27
19/06/2013,2,14
19/06/2013,3,12
19/06/2013,4,61
19/06/2013,5,292
19/06/2013,6,1331
19/06/2013,7,2678
19/06/2013,8,1256
19/06/2013,9,490
19/06/2013,10,421
19/06/2013,11,564
19/06/2013,12,639
19/06/2013,13,505
19/06/2013,14,599
19/06/2013,15,936
19/06/2013,16,2152
19/06/2013,17,1893
19/06/2013,18,1069
19/06/2013,19,627
19/06/2013,20,447
19/06/2013,21,333
19/06/2013,22,220
19/06/2013,23,96
20/06/2013,0,54
20/06/2013,1,17
20/06/2013,2,19
20/06/2013,3,22
20/06/2013,4,59
20/06/2013,5,453
20/06/2013,6,1465
20/06/2013,7,2733
20/06/2013,8,1238
20/06/2013,9,497
20/06/2013,10,430
20/06/2013,11,468
20/06/2013,12,536
20/06/2013,13,468
20/06/2013,14,570
20/06/2013,15,961
20/06/2013,16,1939
20/06/2013,17,1794
20/06/2013,18,1060
20/06/2013,19,697
20/06/2013,20,438
20/06/2013,21,335
20/06/2013,22,242
20/06/2013,23,142
21/06/2013,0,45
21/06/2013,1,36
21/06/2013,2,17
21/06/2013,3,21
21/06/2013,4,56
21/06/2013,5,408
21/06/2013,6,1294
21/06/2013,7,2510
21/06/2013,8,1124
21/06/2013,9,478
21/06/2013,10,451
21/06/2013,11,625
21/06/2013,12,606
21/06/2013,13,590
21/06/2013,14,626
21/06/2013,15,775
21/06/2013,16,1743
21/06/2013,17,1427
21/06/2013,18,840
21/06/2013,19,500
21/06/2013,20,350
21/06/2013,21,289
21/06/2013,22,243
21/06/2013,23,182
22/06/2013,0,120
22/06/2013,1,72
22/06/2013,2,66
22/06/2013,3,12
22/06/2013,4,10
22/06/2013,5,30
22/06/2013,6,82
22/06/2013,7,162
22/06/2013,8,365
22/06/2013,9,454
22/06/2013,10,507
22/06/2013,11,468
22/06/2013,12,519
22/06/2013,13,424
22/06/2013,14,415
22/06/2013,15,485
22/06/2013,16,508
22/06/2013,17,416
22/06/2013,18,363
22/06/2013,19,302
22/06/2013,20,190
22/06/2013,21,147
22/06/2013,22,164
22/06/2013,23,150
23/06/2013,0,113
23/06/2013,1,79
23/06/2013,2,42
23/06/2013,3,36
23/06/2013,4,24
23/06/2013,5,53
23/06/2013,6,54
23/06/2013,7,137
23/06/2013,8,231
23/06/2013,9,356
23/06/2013,10,393
23/06/2013,11,474
23/06/2013,12,488
23/06/2013,13,484
23/06/2013,14,508
23/06/2013,15,474
23/06/2013,16,495
23/06/2013,17,471
23/06/2013,18,308
23/06/2013,19,186
23/06/2013,20,175
23/06/2013,21,146
23/06/2013,22,86
23/06/2013,23,60
24/06/2013,0,25
24/06/2013,1,18
24/06/2013,2,14
24/06/2013,3,10
24/06/2013,4,65
24/06/2013,5,433
24/06/2013,6,1325
24/06/2013,7,2490
24/06/2013,8,1131
24/06/2013,9,383
24/06/2013,10,375
24/06/2013,11,470
24/06/2013,12,541
24/06/2013,13,455
24/06/2013,14,495
24/06/2013,15,885
24/06/2013,16,2128
24/06/2013,17,1941
24/06/2013,18,1048
24/06/2013,19,639
24/06/2013,20,402
24/06/2013,21,251
24/06/2013,22,150
24/06/2013,23,62
25/06/2013,0,31
25/06/2013,1,17
25/06/2013,2,13
25/06/2013,3,11
25/06/2013,4,80
25/06/2013,5,507
25/06/2013,6,1607
25/06/2013,7,2785
25/06/2013,8,1240
25/06/2013,9,438
25/06/2013,10,435
25/06/2013,11,618
25/06/2013,12,597
25/06/2013,13,514
25/06/2013,14,552
25/06/2013,15,911
25/06/2013,16,2167
25/06/2013,17,2062
25/06/2013,18,1120
25/06/2013,19,671
25/06/2013,20,455
25/06/2013,21,314
25/06/2013,22,227
25/06/2013,23,75
26/06/2013,0,34
26/06/2013,1,20
26/06/2013,2,8
26/06/2013,3,15
26/06/2013,4,71
26/06/2013,5,471
26/06/2013,6,1494
26/06/2013,7,2773
26/06/2013,8,1185
26/06/2013,9,431
26/06/2013,10,413
26/06/2013,11,560
26/06/2013,12,599
26/06/2013,13,528
26/06/2013,14,537
26/06/2013,15,909
26/06/2013,16,2059
26/06/2013,17,1933
26/06/2013,18,1085
26/06/2013,19,673
26/06/2013,20,432
26/06/2013,21,328
26/06/2013,22,225
26/06/2013,23,86
27/06/2013,0,38
27/06/2013,1,23
27/06/2013,2,11
27/06/2013,3,12
27/06/2013,4,57
27/06/2013,5,431
27/06/2013,6,1441
27/06/2013,7,2635
27/06/2013,8,1235
27/06/2013,9,466
27/06/2013,10,441
27/06/2013,11,629
27/06/2013,12,621
27/06/2013,13,528
27/06/2013,14,564
27/06/2013,15,852
27/06/2013,16,1818
27/06/2013,17,1412
27/06/2013,18,733
27/06/2013,19,451
27/06/2013,20,279
27/06/2013,21,216
27/06/2013,22,203
27/06/2013,23,100
28/06/2013,0,43
28/06/2013,1,32
28/06/2013,2,20
28/06/2013,3,17
28/06/2013,4,46
28/06/2013,5,331
28/06/2013,6,1251
28/06/2013,7,2229
28/06/2013,8,966
28/06/2013,9,258
28/06/2013,10,180
28/06/2013,11,277
28/06/2013,12,423
28/06/2013,13,402
28/06/2013,14,512
28/06/2013,15,870
28/06/2013,16,1563
28/06/2013,17,854
28/06/2013,18,671
28/06/2013,19,443
28/06/2013,20,307
28/06/2013,21,227
28/06/2013,22,217
28/06/2013,23,153
29/06/2013,0,108
29/06/2013,1,64
29/06/2013,2,42
29/06/2013,3,32
29/06/2013,4,23
29/06/2013,5,52
29/06/2013,6,97
29/06/2013,7,197
29/06/2013,8,381
29/06/2013,9,488
29/06/2013,10,505
29/06/2013,11,532
29/06/2013,12,624
29/06/2013,13,541
29/06/2013,14,544
29/06/2013,15,537
29/06/2013,16,588
29/06/2013,17,571
29/06/2013,18,436
29/06/2013,19,369
29/06/2013,20,262
29/06/2013,21,206
29/06/2013,22,193
29/06/2013,23,169
30/06/2013,0,103
30/06/2013,1,84
30/06/2013,2,59
30/06/2013,3,38
30/06/2013,4,32
30/06/2013,5,50
30/06/2013,6,78
30/06/2013,7,140
30/06/2013,8,260
30/06/2013,9,366
30/06/2013,10,471
30/06/2013,11,514
30/06/2013,12,556
30/06/2013,13,555
30/06/2013,14,564
30/06/2013,15,530
30/06/2013,16,554
30/06/2013,17,520
30/06/2013,18,406
30/06/2013,19,302
30/06/2013,20,254
30/06/2013,21,212
30/06/2013,22,116
30/06/2013,23,64
01/07/2013,0,28
01/07/2013,1,21
01/07/2013,2,8
01/07/2013,3,12
01/07/2013,4,62
01/07/2013,5,429
01/07/2013,6,1456
01/07/2013,7,2558
01/07/2013,8,1114
01/07/2013,9,471
01/07/2013,10,355
01/07/2013,11,548
01/07/2013,12,542
01/07/2013,13,465
01/07/2013,14,552
01/07/2013,15,940
01/07/2013,16,2197
01/07/2013,17,2029
01/07/2013,18,1052
01/07/2013,19,644
01/07/2013,20,403
01/07/2013,21,262
01/07/2013,22,150
01/07/2013,23,73
02/07/2013,0,30
02/07/2013,1,10
02/07/2013,2,7
02/07/2013,3,13
02/07/2013,4,68
02/07/2013,5,482
02/07/2013,6,1641
02/07/2013,7,2853
02/07/2013,8,1163
02/07/2013,9,444
02/07/2013,10,407
02/07/2013,11,537
02/07/2013,12,524
02/07/2013,13,462
02/07/2013,14,540
02/07/2013,15,900
02/07/2013,16,1985
02/07/2013,17,1939
02/07/2013,18,1046
02/07/2013,19,624
02/07/2013,20,445
02/07/2013,21,275
02/07/2013,22,163
02/07/2013,23,60
03/07/2013,0,26
03/07/2013,1,11
03/07/2013,2,8
03/07/2013,3,9
03/07/2013,4,56
03/07/2013,5,452
03/07/2013,6,1479
03/07/2013,7,2710
03/07/2013,8,1282
03/07/2013,9,444
03/07/2013,10,423
03/07/2013,11,587
03/07/2013,12,563
03/07/2013,13,517
03/07/2013,14,574
03/07/2013,15,934
03/07/2013,16,2054
03/07/2013,17,1898
03/07/2013,18,1124
03/07/2013,19,695
03/07/2013,20,502
03/07/2013,21,325
03/07/2013,22,230
03/07/2013,23,89
04/07/2013,0,28
04/07/2013,1,27
04/07/2013,2,15
04/07/2013,3,6
04/07/2013,4,64
04/07/2013,5,396
04/07/2013,6,1529
04/07/2013,7,2739
04/07/2013,8,1179
04/07/2013,9,467
04/07/2013,10,452
04/07/2013,11,591
04/07/2013,12,675
04/07/2013,13,547
04/07/2013,14,541
04/07/2013,15,909
04/07/2013,16,2086
04/07/2013,17,1841
04/07/2013,18,1008
04/07/2013,19,703
04/07/2013,20,468
04/07/2013,21,341
04/07/2013,22,260
04/07/2013,23,122
05/07/2013,0,51
05/07/2013,1,29
05/07/2013,2,21
05/07/2013,3,17
05/07/2013,4,55
05/07/2013,5,393
05/07/2013,6,1404
05/07/2013,7,2484
05/07/2013,8,1167
05/07/2013,9,506
05/07/2013,10,488
05/07/2013,11,628
05/07/2013,12,690
05/07/2013,13,567
05/07/2013,14,639
05/07/2013,15,1122
05/07/2013,16,1961
05/07/2013,17,1455
05/07/2013,18,806
05/07/2013,19,478
05/07/2013,20,368
05/07/2013,21,351
05/07/2013,22,263
05/07/2013,23,173
06/07/2013,0,111
06/07/2013,1,70
06/07/2013,2,54
06/07/2013,3,31
06/07/2013,4,28
06/07/2013,5,74
06/07/2013,6,102
06/07/2013,7,279
06/07/2013,8,440
06/07/2013,9,584
06/07/2013,10,620
06/07/2013,11,585
06/07/2013,12,652
06/07/2013,13,589
06/07/2013,14,527
06/07/2013,15,535
06/07/2013,16,577
06/07/2013,17,527
06/07/2013,18,392
06/07/2013,19,362
06/07/2013,20,255
06/07/2013,21,294
06/07/2013,22,226
06/07/2013,23,194
07/07/2013,0,114
07/07/2013,1,75
07/07/2013,2,51
07/07/2013,3,25
07/07/2013,4,20
07/07/2013,5,44
07/07/2013,6,76
07/07/2013,7,139
07/07/2013,8,290
07/07/2013,9,398
07/07/2013,10,498
07/07/2013,11,600
07/07/2013,12,610
07/07/2013,13,499
07/07/2013,14,384
07/07/2013,15,423
07/07/2013,16,453
07/07/2013,17,494
07/07/2013,18,435
07/07/2013,19,341
07/07/2013,20,290
07/07/2013,21,211
07/07/2013,22,122
07/07/2013,23,68
08/07/2013,0,29
08/07/2013,1,16
08/07/2013,2,13
08/07/2013,3,5
08/07/2013,4,56
08/07/2013,5,413
08/07/2013,6,1488
08/07/2013,7,2589
08/07/2013,8,1162
08/07/2013,9,437
08/07/2013,10,383
08/07/2013,11,557
08/07/2013,12,629
08/07/2013,13,496
08/07/2013,14,565
08/07/2013,15,977
08/07/2013,16,2339
08/07/2013,17,1993
08/07/2013,18,1052
08/07/2013,19,630
08/07/2013,20,422
08/07/2013,21,267
08/07/2013,22,130
08/07/2013,23,68
09/07/2013,0,25
09/07/2013,1,12
09/07/2013,2,10
09/07/2013,3,14
09/07/2013,4,64
09/07/2013,5,479
09/07/2013,6,1652
09/07/2013,7,2791
09/07/2013,8,1159
09/07/2013,9,446
09/07/2013,10,432
09/07/2013,11,590
09/07/2013,12,631
09/07/2013,13,539
09/07/2013,14,585
09/07/2013,15,1012
09/07/2013,16,2302
09/07/2013,17,2025
09/07/2013,18,1108
09/07/2013,19,658
09/07/2013,20,464
09/07/2013,21,353
09/07/2013,22,184
09/07/2013,23,83
10/07/2013,0,37
10/07/2013,1,11
10/07/2013,2,9
10/07/2013,3,7
10/07/2013,4,63
10/07/2013,5,486
10/07/2013,6,1644
10/07/2013,7,2690
10/07/2013,8,1261
10/07/2013,9,456
10/07/2013,10,445
10/07/2013,11,593
10/07/2013,12,642
10/07/2013,13,561
10/07/2013,14,539
10/07/2013,15,922
10/07/2013,16,2153
10/07/2013,17,1949
10/07/2013,18,1061
10/07/2013,19,676
10/07/2013,20,460
10/07/2013,21,302
10/07/2013,22,157
10/07/2013,23,77
11/07/2013,0,34
11/07/2013,1,14
11/07/2013,2,11
11/07/2013,3,15
11/07/2013,4,62
11/07/2013,5,386
11/07/2013,6,1521
11/07/2013,7,2790
11/07/2013,8,1168
11/07/2013,9,503
11/07/2013,10,455
11/07/2013,11,577
11/07/2013,12,624
11/07/2013,13,537
11/07/2013,14,574
11/07/2013,15,936
11/07/2013,16,2137
11/07/2013,17,1831
11/07/2013,18,1042
11/07/2013,19,672
11/07/2013,20,431
11/07/2013,21,335
11/07/2013,22,216
11/07/2013,23,104
12/07/2013,0,44
12/07/2013,1,25
12/07/2013,2,23
12/07/2013,3,12
12/07/2013,4,67
12/07/2013,5,395
12/07/2013,6,1298
12/07/2013,7,2408
12/07/2013,8,1103
12/07/2013,9,470
12/07/2013,10,409
12/07/2013,11,593
12/07/2013,12,684
12/07/2013,13,552
12/07/2013,14,569
12/07/2013,15,1012
12/07/2013,16,1987
12/07/2013,17,1428
12/07/2013,18,820
12/07/2013,19,515
12/07/2013,20,351
12/07/2013,21,306
12/07/2013,22,274
12/07/2013,23,216
13/07/2013,0,93
13/07/2013,1,73
13/07/2013,2,47
13/07/2013,3,25
13/07/2013,4,28
13/07/2013,5,58
13/07/2013,6,111
13/07/2013,7,227
13/07/2013,8,402
13/07/2013,9,490
13/07/2013,10,603
13/07/2013,11,591
13/07/2013,12,575
13/07/2013,13,502
13/07/2013,14,470
13/07/2013,15,472
13/07/2013,16,550
13/07/2013,17,510
13/07/2013,18,467
13/07/2013,19,384
13/07/2013,20,269
13/07/2013,21,280
13/07/2013,22,261
13/07/2013,23,227
14/07/2013,0,108
14/07/2013,1,100
14/07/2013,2,51
14/07/2013,3,39
14/07/2013,4,21
14/07/2013,5,39
14/07/2013,6,95
14/07/2013,7,157
14/07/2013,8,271
14/07/2013,9,403
14/07/2013,10,446
14/07/2013,11,518
14/07/2013,12,566
14/07/2013,13,570
14/07/2013,14,531
14/07/2013,15,521
14/07/2013,16,543
14/07/2013,17,513
14/07/2013,18,475
14/07/2013,19,373
14/07/2013,20,254
14/07/2013,21,271
14/07/2013,22,165
14/07/2013,23,77
15/07/2013,0,49
15/07/2013,1,13
15/07/2013,2,14
15/07/2013,3,9
15/07/2013,4,45
15/07/2013,5,433
15/07/2013,6,1472
15/07/2013,7,2654
15/07/2013,8,1058
15/07/2013,9,438
15/07/2013,10,388
15/07/2013,11,557
15/07/2013,12,556
15/07/2013,13,491
15/07/2013,14,532
15/07/2013,15,900
15/07/2013,16,2283
15/07/2013,17,2022
15/07/2013,18,1077
15/07/2013,19,656
15/07/2013,20,401
15/07/2013,21,243
15/07/2013,22,165
15/07/2013,23,81
16/07/2013,0,32
16/07/2013,1,24
16/07/2013,2,11
16/07/2013,3,10
16/07/2013,4,68
16/07/2013,5,453
16/07/2013,6,1595
16/07/2013,7,2860
16/07/2013,8,1171
16/07/2013,9,449
16/07/2013,10,401
16/07/2013,11,629
16/07/2013,12,635
16/07/2013,13,487
16/07/2013,14,550
16/07/2013,15,963
16/07/2013,16,2235
16/07/2013,17,1998
16/07/2013,18,1092
16/07/2013,19,701
16/07/2013,20,441
16/07/2013,21,343
16/07/2013,22,215
16/07/2013,23,84
17/07/2013,0,37
17/07/2013,1,13
17/07/2013,2,8
17/07/2013,3,12
17/07/2013,4,58
17/07/2013,5,480
17/07/2013,6,1606
17/07/2013,7,2723
17/07/2013,8,1180
17/07/2013,9,437
17/07/2013,10,415
17/07/2013,11,595
17/07/2013,12,658
17/07/2013,13,548
17/07/2013,14,527
17/07/2013,15,984
17/07/2013,16,2102
17/07/2013,17,1922
17/07/2013,18,1057
17/07/2013,19,644
17/07/2013,20,457
17/07/2013,21,373
17/07/2013,22,225
17/07/2013,23,99
18/07/2013,0,29
18/07/2013,1,16
18/07/2013,2,21
18/07/2013,3,11
18/07/2013,4,67
18/07/2013,5,447
18/07/2013,6,1522
18/07/2013,7,2743
18/07/2013,8,1168
18/07/2013,9,506
18/07/2013,10,392
18/07/2013,11,589
18/07/2013,12,594
18/07/2013,13,510
18/07/2013,14,543
18/07/2013,15,910
18/07/2013,16,2085
18/07/2013,17,1828
18/07/2013,18,1037
18/07/2013,19,688
18/07/2013,20,448
18/07/2013,21,358
18/07/2013,22,283
18/07/2013,23,134
19/07/2013,0,57
19/07/2013,1,25
19/07/2013,2,21
19/07/2013,3,19
19/07/2013,4,71
19/07/2013,5,432
19/07/2013,6,1343
19/07/2013,7,2431
19/07/2013,8,1097
19/07/2013,9,500
19/07/2013,10,420
19/07/2013,11,613
19/07/2013,12,681
19/07/2013,13,606
19/07/2013,14,603
19/07/2013,15,1004
19/07/2013,16,1990
19/07/2013,17,1386
19/07/2013,18,819
19/07/2013,19,518
19/07/2013,20,339
19/07/2013,21,268
19/07/2013,22,292
19/07/2013,23,190
20/07/2013,0,106
20/07/2013,1,65
20/07/2013,2,59
20/07/2013,3,35
20/07/2013,4,26
20/07/2013,5,64
20/07/2013,6,115
20/07/2013,7,218
20/07/2013,8,373
20/07/2013,9,489
20/07/2013,10,537
20/07/2013,11,521
20/07/2013,12,552
20/07/2013,13,501
20/07/2013,14,534
20/07/2013,15,472
20/07/2013,16,487
20/07/2013,17,508
20/07/2013,18,404
20/07/2013,19,309
20/07/2013,20,249
20/07/2013,21,227
20/07/2013,22,188
20/07/2013,23,147
21/07/2013,0,119
21/07/2013,1,82
21/07/2013,2,56
21/07/2013,3,33
21/07/2013,4,29
21/07/2013,5,38
21/07/2013,6,65
21/07/2013,7,121
21/07/2013,8,236
21/07/2013,9,356
21/07/2013,10,394
21/07/2013,11,503
21/07/2013,12,535
21/07/2013,13,544
21/07/2013,14,502
21/07/2013,15,562
21/07/2013,16,549
21/07/2013,17,561
21/07/2013,18,474
21/07/2013,19,365
21/07/2013,20,237
21/07/2013,21,221
21/07/2013,22,158
21/07/2013,23,77
22/07/2013,0,24
22/07/2013,1,10
22/07/2013,2,5
22/07/2013,3,9
22/07/2013,4,67
22/07/2013,5,407
22/07/2013,6,1396
22/07/2013,7,2539
22/07/2013,8,1043
22/07/2013,9,435
22/07/2013,10,340
22/07/2013,11,557
22/07/2013,12,552
22/07/2013,13,453
22/07/2013,14,471
22/07/2013,15,939
22/07/2013,16,2295
22/07/2013,17,1889
22/07/2013,18,1009
22/07/2013,19,615
22/07/2013,20,365
22/07/2013,21,262
22/07/2013,22,168
22/07/2013,23,73
23/07/2013,0,23
23/07/2013,1,7
23/07/2013,2,11
23/07/2013,3,8
23/07/2013,4,61
23/07/2013,5,378
23/07/2013,6,1396
23/07/2013,7,2495
23/07/2013,8,1127
23/07/2013,9,452
23/07/2013,10,353
23/07/2013,11,458
23/07/2013,12,535
23/07/2013,13,448
23/07/2013,14,568
23/07/2013,15,889
23/07/2013,16,2122
23/07/2013,17,1858
23/07/2013,18,1091
23/07/2013,19,672
23/07/2013,20,425
23/07/2013,21,330
23/07/2013,22,204
23/07/2013,23,75
24/07/2013,0,20
24/07/2013,1,20
24/07/2013,2,10
24/07/2013,3,10
24/07/2013,4,55
24/07/2013,5,453
24/07/2013,6,1569
24/07/2013,7,2813
24/07/2013,8,1097
24/07/2013,9,440
24/07/2013,10,408
24/07/2013,11,605
24/07/2013,12,619
24/07/2013,13,519
24/07/2013,14,557
24/07/2013,15,868
24/07/2013,16,2125
24/07/2013,17,1938
24/07/2013,18,1095
24/07/2013,19,683
24/07/2013,20,430
24/07/2013,21,329
24/07/2013,22,253
24/07/2013,23,100
25/07/2013,0,35
25/07/2013,1,24
25/07/2013,2,15
25/07/2013,3,7
25/07/2013,4,43
25/07/2013,5,386
25/07/2013,6,1406
25/07/2013,7,2587
25/07/2013,8,1080
25/07/2013,9,424
25/07/2013,10,423
25/07/2013,11,523
25/07/2013,12,600
25/07/2013,13,486
25/07/2013,14,508
25/07/2013,15,856
25/07/2013,16,2065
25/07/2013,17,1815
25/07/2013,18,1031
25/07/2013,19,647
25/07/2013,20,441
25/07/2013,21,352
25/07/2013,22,251
25/07/2013,23,139
26/07/2013,0,46
26/07/2013,1,27
26/07/2013,2,22
26/07/2013,3,17
26/07/2013,4,64
26/07/2013,5,375
26/07/2013,6,1293
26/07/2013,7,2328
26/07/2013,8,977
26/07/2013,9,446
26/07/2013,10,414
26/07/2013,11,631
26/07/2013,12,633
26/07/2013,13,552
26/07/2013,14,566
26/07/2013,15,986
26/07/2013,16,1832
26/07/2013,17,1367
26/07/2013,18,795
26/07/2013,19,508
26/07/2013,20,339
26/07/2013,21,322
26/07/2013,22,285
26/07/2013,23,216
27/07/2013,0,128
27/07/2013,1,86
27/07/2013,2,59
27/07/2013,3,33
27/07/2013,4,28
27/07/2013,5,70
27/07/2013,6,121
27/07/2013,7,228
27/07/2013,8,343
27/07/2013,9,439
27/07/2013,10,530
27/07/2013,11,589
27/07/2013,12,554
27/07/2013,13,561
27/07/2013,14,593
27/07/2013,15,517
27/07/2013,16,522
27/07/2013,17,517
27/07/2013,18,201
27/07/2013,19,58
27/07/2013,20,56
27/07/2013,21,92
27/07/2013,22,126
27/07/2013,23,105
28/07/2013,0,82
28/07/2013,1,62
28/07/2013,2,52
28/07/2013,3,35
28/07/2013,4,19
28/07/2013,5,42
28/07/2013,6,70
28/07/2013,7,137
28/07/2013,8,245
28/07/2013,9,360
28/07/2013,10,439
28/07/2013,11,552
28/07/2013,12,500
28/07/2013,13,528
28/07/2013,14,516
28/07/2013,15,500
28/07/2013,16,521
28/07/2013,17,494
28/07/2013,18,396
28/07/2013,19,317
28/07/2013,20,250
28/07/2013,21,221
28/07/2013,22,113
28/07/2013,23,36
29/07/2013,0,24
29/07/2013,1,13
29/07/2013,2,9
29/07/2013,3,10
29/07/2013,4,57
29/07/2013,5,408
29/07/2013,6,1333
29/07/2013,7,2494
29/07/2013,8,993
29/07/2013,9,387
29/07/2013,10,307
29/07/2013,11,491
29/07/2013,12,494
29/07/2013,13,403
29/07/2013,14,460
29/07/2013,15,836
29/07/2013,16,2184
29/07/2013,17,1848
29/07/2013,18,917
29/07/2013,19,515
29/07/2013,20,299
29/07/2013,21,213
29/07/2013,22,136
29/07/2013,23,72
30/07/2013,0,31
30/07/2013,1,29
30/07/2013,2,13
30/07/2013,3,16
30/07/2013,4,68
30/07/2013,5,462
30/07/2013,6,1471
30/07/2013,7,1759
30/07/2013,8,318
30/07/2013,9,204
30/07/2013,10,149
30/07/2013,11,136
30/07/2013,12,202
30/07/2013,13,311
30/07/2013,14,393
30/07/2013,15,757
30/07/2013,16,1999
30/07/2013,17,1832
30/07/2013,18,969
30/07/2013,19,600
30/07/2013,20,351
30/07/2013,21,263
30/07/2013,22,174
30/07/2013,23,60
31/07/2013,0,36
31/07/2013,1,28
31/07/2013,2,11
31/07/2013,3,10
31/07/2013,4,73
31/07/2013,5,447
31/07/2013,6,1350
31/07/2013,7,1655
31/07/2013,8,920
31/07/2013,9,418
31/07/2013,10,338
31/07/2013,11,590
31/07/2013,12,571
31/07/2013,13,493
31/07/2013,14,489
31/07/2013,15,844
31/07/2013,16,2051
31/07/2013,17,1720
31/07/2013,18,1041
31/07/2013,19,568
31/07/2013,20,409
31/07/2013,21,276
31/07/2013,22,224
31/07/2013,23,93
01/08/2013,0,37
01/08/2013,1,30
01/08/2013,2,16
01/08/2013,3,23
01/08/2013,4,67
01/08/2013,5,451
01/08/2013,6,1476
01/08/2013,7,2556
01/08/2013,8,1103
01/08/2013,9,475
01/08/2013,10,405
01/08/2013,11,600
01/08/2013,12,593
01/08/2013,13,472
01/08/2013,14,517
01/08/2013,15,830
01/08/2013,16,1948
01/08/2013,17,1702
01/08/2013,18,1033
01/08/2013,19,676
01/08/2013,20,411
01/08/2013,21,335
01/08/2013,22,252
01/08/2013,23,134
02/08/2013,0,45
02/08/2013,1,33
02/08/2013,2,13
02/08/2013,3,16
02/08/2013,4,50
02/08/2013,5,341
02/08/2013,6,853
02/08/2013,7,1636
02/08/2013,8,769
02/08/2013,9,385
02/08/2013,10,378
02/08/2013,11,551
02/08/2013,12,629
02/08/2013,13,555
02/08/2013,14,570
02/08/2013,15,858
02/08/2013,16,1807
02/08/2013,17,1375
02/08/2013,18,791
02/08/2013,19,510
02/08/2013,20,304
02/08/2013,21,274
02/08/2013,22,230
02/08/2013,23,133
03/08/2013,0,106
03/08/2013,1,65
03/08/2013,2,43
03/08/2013,3,34
03/08/2013,4,20
03/08/2013,5,55
03/08/2013,6,136
03/08/2013,7,231
03/08/2013,8,357
03/08/2013,9,456
03/08/2013,10,542
03/08/2013,11,583
03/08/2013,12,606
03/08/2013,13,590
03/08/2013,14,520
03/08/2013,15,541
03/08/2013,16,525
03/08/2013,17,526
03/08/2013,18,458
03/08/2013,19,351
03/08/2013,20,224
03/08/2013,21,187
03/08/2013,22,205
03/08/2013,23,166
04/08/2013,0,100
04/08/2013,1,96
04/08/2013,2,45
04/08/2013,3,30
04/08/2013,4,33
04/08/2013,5,36
04/08/2013,6,67
04/08/2013,7,150
04/08/2013,8,214
04/08/2013,9,399
04/08/2013,10,456
04/08/2013,11,536
04/08/2013,12,584
04/08/2013,13,570
04/08/2013,14,531
04/08/2013,15,563
04/08/2013,16,536
04/08/2013,17,479
04/08/2013,18,424
04/08/2013,19,306
04/08/2013,20,215
04/08/2013,21,160
04/08/2013,22,108
04/08/2013,23,56
05/08/2013,0,24
05/08/2013,1,19
05/08/2013,2,17
05/08/2013,3,14
05/08/2013,4,39
05/08/2013,5,383
05/08/2013,6,1276
05/08/2013,7,2423
05/08/2013,8,951
05/08/2013,9,360
05/08/2013,10,330
05/08/2013,11,465
05/08/2013,12,452
05/08/2013,13,396
05/08/2013,14,402
05/08/2013,15,598
05/08/2013,16,818
05/08/2013,17,1282
05/08/2013,18,650
05/08/2013,19,468
05/08/2013,20,271
05/08/2013,21,183
05/08/2013,22,136
05/08/2013,23,57
06/08/2013,0,21
06/08/2013,1,18
06/08/2013,2,19
06/08/2013,3,9
